№ Площадки,Регион,Диапазон,Тип БС,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_77_5852,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_5852,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_5856,Москва и Московская область,GSM-900,БС,2021-09-21,2021,МР Москва
PL_77_5856,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_5856,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_5856,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_5856,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_5856,Москва и Московская область,LTE-2600-TDD,БС,2021-09-21,2021,МР Москва
PL_77_5857,Москва и Московская область,GSM-900,БС,2021-09-21,2021,МР Москва
PL_77_5857,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_5857,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_5857,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_5857,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_5857,Москва и Московская область,LTE-2600-TDD,БС,2021-09-21,2021,МР Москва
PL_77_5858,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_5858,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_5858,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_5858,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_5858,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_5876,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_5876,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_5876,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_5876,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_5892,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_5892,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_5892,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_5892,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_5892,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_5892,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_5893,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_5893,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_5893,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_5893,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_5893,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_5893,Москва и Московская область,LTE-2600-TDD,БС,2021-08-21,2021,МР Москва
PL_77_5894,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_5894,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_5894,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_5894,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_5894,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_5894,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_5900,Москва и Московская область,GSM-900,БС,2021-07-20,2021,МР Москва
PL_77_5900,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
PL_77_5900,Москва и Московская область,UMTS-2100,БС,2021-07-20,2021,МР Москва
PL_77_5900,Москва и Московская область,LTE-1800,БС,2021-07-20,2021,МР Москва
PL_77_5900,Москва и Московская область,LTE-2600,БС,2021-07-20,2021,МР Москва
PL_77_5900,Москва и Московская область,LTE-2600-TDD,БС,2021-07-20,2021,МР Москва
PL_77_5901,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_5901,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_5901,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_5901,Москва и Московская область,LTE-800,БС,2021-02-20,2021,МР Москва
PL_77_5901,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_5901,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_5901,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_5909,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_5909,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_5909,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_5909,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_5909,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_5909,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_5911,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_5911,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_5911,Москва и Московская область,UMTS-900,БС,2021-08-21,2021,МР Москва
PL_77_5911,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_5911,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_5911,Москва и Московская область,LTE-2600,БС,2021-08-21,2021,МР Москва
PL_77_5911,Москва и Московская область,LTE-2600-TDD,БС,2021-08-21,2021,МР Москва
PL_77_5913,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_5913,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_5917,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_5917,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_5917,Москва и Московская область,UMTS-900,БС,2021-12-20,2021,МР Москва
PL_77_5917,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_5917,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_5917,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_5917,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_5923,Москва и Московская область,GSM-900,БС,2021-07-20,2021,МР Москва
PL_77_5923,Москва и Московская область,DCS-1800,БС,2021-07-20,2021,МР Москва
PL_77_5923,Москва и Московская область,UMTS-2100,БС,2021-07-20,2021,МР Москва
PL_77_5923,Москва и Московская область,LTE-1800,БС,2021-07-20,2021,МР Москва
PL_77_5923,Москва и Московская область,LTE-2600,БС,2021-07-20,2021,МР Москва
PL_77_5923,Москва и Московская область,LTE-2600-TDD,БС,2021-07-20,2021,МР Москва
PL_77_5934,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_5934,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_5934,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_5934,Москва и Московская область,LTE-800,БС,2021-02-20,2021,МР Москва
PL_77_5934,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_5934,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_5934,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_5935,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_5935,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_5935,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_5935,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_5935,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_5935,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_5942,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_5942,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_5942,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_5942,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_5942,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_5957,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_5957,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_5957,Москва и Московская область,UMTS-900,БС,2021-05-21,2021,МР Москва
PL_77_5957,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_5957,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_5957,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_5957,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_5958,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_5958,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_5958,Москва и Московская область,UMTS-2100,БС,2021-11-20,2021,МР Москва
PL_77_5958,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_5958,Москва и Московская область,LTE-2600,БС,2021-11-20,2021,МР Москва
PL_77_5958,Москва и Московская область,LTE-2600-TDD,БС,2021-11-20,2021,МР Москва
PL_77_5959,Москва и Московская область,GSM-900,БС,2021-11-20,2021,МР Москва
PL_77_5959,Москва и Московская область,DCS-1800,БС,2021-11-20,2021,МР Москва
PL_77_5959,Москва и Московская область,UMTS-900,БС,2021-11-20,2021,МР Москва
PL_77_5959,Москва и Московская область,UMTS-2100,БС,2021-11-20,2021,МР Москва
PL_77_5959,Москва и Московская область,LTE-1800,БС,2021-11-20,2021,МР Москва
PL_77_5959,Москва и Московская область,LTE-2600,БС,2021-11-20,2021,МР Москва
PL_77_5959,Москва и Московская область,LTE-2600-TDD,БС,2021-11-20,2021,МР Москва
PL_77_5962,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_5962,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_5962,Москва и Московская область,UMTS-900,БС,2021-03-20,2021,МР Москва
PL_77_5962,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_5962,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_5962,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_5962,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_5976,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_5976,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_5976,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_5976,Москва и Московская область,LTE-800,БС,2021-02-20,2021,МР Москва
PL_77_5976,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_5976,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_5976,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_5982,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_5982,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_5982,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_5989,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_5989,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_5989,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_5989,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_5989,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_5989,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_5991,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_5991,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_5991,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_5991,Москва и Московская область,LTE-800,БС,2021-12-20,2021,МР Москва
PL_77_5991,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_5991,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_5991,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_5995,Москва и Московская область,GSM-900,БС,2021-02-21,2021,МР Москва
PL_77_5995,Москва и Московская область,UMTS-900,БС,2021-02-21,2021,МР Москва
PL_77_5995,Москва и Московская область,LTE-800,БС,2021-02-21,2021,МР Москва
PL_77_5995,Москва и Московская область,LTE-1800,БС,2021-02-21,2021,МР Москва
PL_77_5999,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_5999,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_5999,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_5999,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_5999,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_5999,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_6005,Москва и Московская область,DCS-1800,БС,2021-10-20,2021,МР Москва
PL_77_6005,Москва и Московская область,UMTS-2100,БС,2021-10-20,2021,МР Москва
PL_77_6005,Москва и Московская область,LTE-1800,БС,2021-10-20,2021,МР Москва
PL_77_6005,Москва и Московская область,LTE-2600,БС,2021-10-20,2021,МР Москва
PL_77_6007,Москва и Московская область,GSM-900,БС,2021-06-20,2021,МР Москва
PL_77_6007,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_6007,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_6007,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_6007,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_6008,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_6008,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_6008,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_6008,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_6008,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_6014,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_6014,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_6014,Москва и Московская область,UMTS-900,БС,2021-08-21,2021,МР Москва
PL_77_6014,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_6014,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_6015,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_6015,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_6015,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_6015,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_6015,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_6015,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_6017,Москва и Московская область,GSM-900,БС,2021-08-21,2021,МР Москва
PL_77_6017,Москва и Московская область,DCS-1800,БС,2021-08-21,2021,МР Москва
PL_77_6017,Москва и Московская область,UMTS-900,БС,2021-08-21,2021,МР Москва
PL_77_6017,Москва и Московская область,UMTS-2100,БС,2021-08-21,2021,МР Москва
PL_77_6017,Москва и Московская область,LTE-1800,БС,2021-08-21,2021,МР Москва
PL_77_6025,Москва и Московская область,GSM-900,БС,2021-09-21,2021,МР Москва
PL_77_6025,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_6025,Москва и Московская область,UMTS-900,БС,2021-09-21,2021,МР Москва
PL_77_6025,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_6025,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_6025,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_6026,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_6026,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_6026,Москва и Московская область,UMTS-900,БС,2021-12-20,2021,МР Москва
PL_77_6026,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_6026,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_6031,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_6031,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_6031,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_6031,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_6031,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_6031,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_6034,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_6034,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_6034,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_6034,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_6034,Москва и Московская область,LTE-2600-TDD,БС,2021-03-20,2021,МР Москва
PL_77_6036,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_6036,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_6036,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_6036,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_6039,Москва и Московская область,GSM-900,БС,2021-09-21,2021,МР Москва
PL_77_6039,Москва и Московская область,DCS-1800,БС,2021-09-21,2021,МР Москва
PL_77_6039,Москва и Московская область,UMTS-2100,БС,2021-09-21,2021,МР Москва
PL_77_6039,Москва и Московская область,LTE-1800,БС,2021-09-21,2021,МР Москва
PL_77_6039,Москва и Московская область,LTE-2600,БС,2021-09-21,2021,МР Москва
PL_77_6039,Москва и Московская область,LTE-2600-TDD,БС,2021-09-21,2021,МР Москва
PL_77_6040,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_6040,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_6040,Москва и Московская область,UMTS-900,БС,2021-12-20,2021,МР Москва
PL_77_6040,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_6040,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_6045,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_6045,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_6045,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_6046,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_6046,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_6046,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_6046,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_6046,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_6046,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_6051,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_6051,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_6051,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_6051,Москва и Московская область,LTE-2600-TDD,БС,2021-06-20,2021,МР Москва
PL_77_6053,Москва и Московская область,GSM-900,БС,2021-03-20,2021,МР Москва
PL_77_6053,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_6053,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_6053,Москва и Московская область,LTE-1800,БС,2021-03-20,2021,МР Москва
PL_77_6056,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_6056,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_6056,Москва и Московская область,UMTS-900,БС,2021-12-20,2021,МР Москва
PL_77_6056,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_6056,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_6056,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_6058,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_6058,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_6058,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_6059,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_6059,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_6059,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_6059,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_6060,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_6060,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_6060,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_6060,Москва и Московская область,LTE-2600-TDD,БС,2021-06-20,2021,МР Москва
PL_77_6064,Москва и Московская область,GSM-900,БС,2021-02-21,2021,МР Москва
PL_77_6064,Москва и Московская область,DCS-1800,БС,2021-02-21,2021,МР Москва
PL_77_6064,Москва и Московская область,UMTS-2100,БС,2021-02-21,2021,МР Москва
PL_77_6064,Москва и Московская область,LTE-1800,БС,2021-02-21,2021,МР Москва
PL_77_6064,Москва и Московская область,LTE-2600,БС,2021-02-21,2021,МР Москва
PL_77_6065,Москва и Московская область,GSM-900,БС,2021-04-21,2021,МР Москва
PL_77_6065,Москва и Московская область,DCS-1800,БС,2021-04-21,2021,МР Москва
PL_77_6065,Москва и Московская область,UMTS-2100,БС,2021-04-21,2021,МР Москва
PL_77_6065,Москва и Московская область,LTE-1800,БС,2021-04-21,2021,МР Москва
PL_77_6065,Москва и Московская область,LTE-2600,БС,2021-04-21,2021,МР Москва
PL_77_6065,Москва и Московская область,LTE-2600-TDD,БС,2021-04-21,2021,МР Москва
PL_77_6068,Москва и Московская область,DCS-1800,БС,2021-06-20,2021,МР Москва
PL_77_6068,Москва и Московская область,UMTS-2100,БС,2021-06-20,2021,МР Москва
PL_77_6068,Москва и Московская область,LTE-1800,БС,2021-06-20,2021,МР Москва
PL_77_6068,Москва и Московская область,LTE-2600,БС,2021-06-20,2021,МР Москва
PL_77_6070,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_6070,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_6070,Москва и Московская область,UMTS-900,БС,2021-02-20,2021,МР Москва
PL_77_6070,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_6070,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_6075,Москва и Московская область,DCS-1800,БС,2021-03-20,2021,МР Москва
PL_77_6075,Москва и Московская область,UMTS-2100,БС,2021-03-20,2021,МР Москва
PL_77_6075,Москва и Московская область,LTE-2600,БС,2021-03-20,2021,МР Москва
PL_77_6078,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_6078,Москва и Московская область,DCS-1800,БС,2021-12-20,2021,МР Москва
PL_77_6078,Москва и Московская область,UMTS-900,БС,2021-12-20,2021,МР Москва
PL_77_6078,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_6078,Москва и Московская область,LTE-800,БС,2021-12-20,2021,МР Москва
PL_77_6078,Москва и Московская область,LTE-1800,БС,2021-12-20,2021,МР Москва
PL_77_6078,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_6078,Москва и Московская область,LTE-2600-TDD,БС,2021-12-20,2021,МР Москва
PL_77_6081,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_6081,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_6081,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_6082,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_6082,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_6083,Москва и Московская область,GSM-900,БС,2021-02-20,2021,МР Москва
PL_77_6083,Москва и Московская область,DCS-1800,БС,2021-02-20,2021,МР Москва
PL_77_6083,Москва и Московская область,UMTS-2100,БС,2021-02-20,2021,МР Москва
PL_77_6083,Москва и Московская область,LTE-1800,БС,2021-02-20,2021,МР Москва
PL_77_6083,Москва и Московская область,LTE-2600,БС,2021-02-20,2021,МР Москва
PL_77_6083,Москва и Московская область,LTE-2600-TDD,БС,2021-02-20,2021,МР Москва
PL_77_6086,Москва и Московская область,GSM-900,БС,2021-05-21,2021,МР Москва
PL_77_6086,Москва и Московская область,DCS-1800,БС,2021-05-21,2021,МР Москва
PL_77_6086,Москва и Московская область,UMTS-900,БС,2021-05-21,2021,МР Москва
PL_77_6086,Москва и Московская область,UMTS-2100,БС,2021-05-21,2021,МР Москва
PL_77_6086,Москва и Московская область,LTE-1800,БС,2021-05-21,2021,МР Москва
PL_77_6086,Москва и Московская область,LTE-2600,БС,2021-05-21,2021,МР Москва
PL_77_6086,Москва и Московская область,LTE-2600-TDD,БС,2021-05-21,2021,МР Москва
PL_77_6088,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
PL_77_6088,Москва и Московская область,UMTS-2100,БС,2021-12-20,2021,МР Москва
PL_77_6088,Москва и Московская область,LTE-2600,БС,2021-12-20,2021,МР Москва
PL_77_6089,Москва и Московская область,GSM-900,БС,2021-04-20,2021,МР Москва
PL_77_6089,Москва и Московская область,DCS-1800,БС,2021-04-20,2021,МР Москва
PL_77_6089,Москва и Московская область,UMTS-2100,БС,2021-04-20,2021,МР Москва
PL_77_6089,Москва и Московская область,LTE-1800,БС,2021-04-20,2021,МР Москва
PL_77_6089,Москва и Московская область,LTE-2600,БС,2021-04-20,2021,МР Москва
PL_77_6089,Москва и Московская область,LTE-2600-TDD,БС,2021-04-20,2021,МР Москва
PL_77_6090,Москва и Московская область,GSM-900,БС,2021-12-20,2021,МР Москва
