№ Площадки,Регион,Площадка,Тип БС,Диапазон,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_77_192,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_192,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_232,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_240,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_240,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_242,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Москва
PL_77_249,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_249,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_251,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_254,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_254,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_254,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-11-26,2021,МР Москва
PL_77_256,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_256,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_257,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_257,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_258,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_258,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_260,Москва и Московская область,CS,БС,NR-4900-TDD,2021-04-12,2021,МР Москва
PL_77_263,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_263,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_279,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_279,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_280,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_282,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-11-30,2021,МР Москва
PL_77_292,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_292,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_295,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_299,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_299,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_307,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_307,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_314,Москва и Московская область,CS,БС,LTE-2600,2021-12-01,2021,МР Москва
PL_77_314,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-01,2021,МР Москва
PL_77_326,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-31,2021,МР Москва
PL_77_327,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-16,2021,МР Москва
PL_77_344,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_344,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_354,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_354,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_358,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_362,Москва и Московская область,CS,БС,LTE-2600,2021-10-30,2021,МР Москва
PL_77_368,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_371,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_378,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_378,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_379,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_379,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_380,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_380,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_382,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_386,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_386,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_388,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_388,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_389,Москва и Московская область,CS,БС,LTE-2600,2021-11-30,2021,МР Москва
PL_77_394,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_394,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_404,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_404,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_409,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_409,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_411,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_411,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_415,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_415,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_415,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-06-09,2021,МР Москва
PL_77_422,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_422,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_427,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_427,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_428,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_428,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_429,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_429,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_436,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_436,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_441,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_441,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_444,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-02-15,2021,МР Москва
PL_77_453,Москва и Московская область,CS ID,БС,DCS-1800,2021-12-20,2021,МР Москва
PL_77_453,Москва и Московская область,CS ID,БС,LTE-2600,2021-12-20,2021,МР Москва
PL_77_455,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-09-30,2021,МР Москва
PL_77_456,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_456,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_457,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_457,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_458,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_458,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_463,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_463,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_482,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_482,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_487,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_496,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_498,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_498,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_510,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_510,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_514,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_514,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_516,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_516,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_517,Москва и Московская область,CS,БС,LTE-1800,2021-05-30,2021,МР Москва
PL_77_517,Москва и Московская область,CS,БС,NI-1800,2021-08-01,2021,МР Москва
PL_77_520,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_522,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_522,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_523,Москва и Московская область,CS,БС,LTE-1800,2021-10-03,2021,МР Москва
PL_77_523,Москва и Московская область,CS,БС,NI-1800,2021-10-03,2021,МР Москва
PL_77_526,Москва и Московская область,CS,БС,LTE-2600,2021-11-30,2021,МР Москва
PL_77_539,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_551,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_551,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_555,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_555,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_556,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-09-30,2021,МР Москва
PL_77_562,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_569,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_569,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_572,Москва и Московская область,CS,БС,LTE-2600,2021-04-11,2021,МР Москва
PL_77_575,Москва и Московская область,CS,БС,LTE-2600,2021-07-12,2021,МР Москва
PL_77_581,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_583,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_583,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_586,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_587,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_587,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_590,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_590,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_609,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_609,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_610,Москва и Московская область,CS,БС,LTE-1800,2021-12-25,2021,МР Москва
PL_77_610,Москва и Московская область,CS,БС,NI-1800,2021-12-25,2021,МР Москва
PL_77_611,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_611,Москва и Московская область,CS,БС,LTE-2600,2021-11-21,2021,МР Москва
PL_77_619,Москва и Московская область,CS,БС,NI-1800,2021-12-31,2021,МР Москва
PL_77_631,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Москва
PL_77_640,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_640,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_644,Москва и Московская область,CS,БС,LTE-1800,2021-03-30,2021,МР Москва
PL_77_644,Москва и Московская область,CS,БС,NI-1800,2021-03-30,2021,МР Москва
PL_77_656,Москва и Московская область,CS,БС,LTE-2600,2021-03-30,2021,МР Москва
PL_77_658,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_661,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_661,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_662,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_667,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_670,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_678,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_680,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_686,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_686,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_699,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_699,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_705,Москва и Московская область,CS,БС,LTE-2600,2021-04-11,2021,МР Москва
PL_77_725,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_725,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_726,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_726,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_734,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_745,Москва и Московская область,CS,БС,NI-1800,2021-12-31,2021,МР Москва
PL_77_765,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_769,Москва и Московская область,CS,БС,LTE-1800,2021-03-19,2021,МР Москва
PL_77_769,Москва и Московская область,CS,БС,NI-1800,2021-03-19,2021,МР Москва
PL_77_775,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_786,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_786,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_790,Москва и Московская область,CS,БС,LTE-1800,2021-10-30,2021,МР Москва
PL_77_790,Москва и Московская область,CS,БС,NI-1800,2021-10-30,2021,МР Москва
PL_77_791,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_797,Москва и Московская область,CS,БС,LTE-1800,2021-10-30,2021,МР Москва
PL_77_797,Москва и Московская область,CS,БС,LTE-2600,2021-04-30,2021,МР Москва
PL_77_797,Москва и Московская область,CS,БС,NI-1800,2021-10-30,2021,МР Москва
PL_77_806,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_807,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_812,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_812,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_812,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_814,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-06-13,2021,МР Москва
PL_77_816,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_824,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_827,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_839,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_841,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_842,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_843,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_845,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_846,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_847,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_849,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_850,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_853,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_854,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_855,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_856,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_858,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_865,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_865,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-09-30,2021,МР Москва
PL_77_868,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-10-30,2021,МР Москва
PL_77_874,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_874,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_875,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_880,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_880,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_882,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_882,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_889,Москва и Московская область,CS,БС,NI-1800,2021-12-31,2021,МР Москва
PL_77_919,Москва и Московская область,CS,БС,LTE-1800,2021-03-26,2021,МР Москва
PL_77_919,Москва и Московская область,CS,БС,NI-1800,2021-03-26,2021,МР Москва
PL_77_924,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_940,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_940,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_942,Москва и Московская область,CS,БС,LTE-1800,2021-02-25,2021,МР Москва
PL_77_942,Москва и Московская область,CS,БС,NI-1800,2021-02-25,2021,МР Москва
PL_77_944,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_953,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_953,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_954,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_954,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_954,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-04-24,2021,МР Москва
PL_77_965,Москва и Московская область,CS,БС,LTE-2600,2021-03-25,2021,МР Москва
PL_77_966,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_980,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_981,Москва и Московская область,CS,БС,LTE-2600,2021-05-30,2021,МР Москва
PL_77_982,Москва и Московская область,CS,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_982,Москва и Московская область,CS,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_991,Москва и Московская область,CS,БС,LTE-1800,2021-03-31,2021,МР Москва
PL_77_991,Москва и Московская область,CS,БС,NI-1800,2021-03-31,2021,МР Москва
PL_77_1000,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-15,2021,МР Москва
PL_77_1001,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-03-12,2021,МР Москва
PL_77_1002,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1002,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1003,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1004,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1004,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1004,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-05,2021,МР Москва
PL_77_1005,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1005,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1007,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1007,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1009,Москва и Московская область,CS,БС,LTE-2600,2021-12-06,2021,МР Москва
PL_77_1015,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_1015,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1017,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1017,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-02-28,2021,МР Москва
PL_77_1018,Москва и Московская область,CS ID,БС,LTE-1800,2021-12-30,2021,МР Москва
PL_77_1018,Москва и Московская область,CS ID,БС,NI-1800,2021-12-30,2021,МР Москва
PL_77_1019,Москва и Московская область,CS,БС,NR-4900-TDD,2021-04-11,2021,МР Москва
PL_77_1025,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1025,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1026,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1027,Москва и Московская область,CS,БС,LTE-2600,2021-12-30,2021,МР Москва
PL_77_1027,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-12-30,2021,МР Москва
PL_77_1030,Москва и Московская область,CS,БС,LTE-1800,2021-03-27,2021,МР Москва
PL_77_1030,Москва и Московская область,CS,БС,NI-1800,2021-03-27,2021,МР Москва
PL_77_1031,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1031,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1043,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1043,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1044,Москва и Московская область,CS,БС,UMTS-900,2021-12-30,2021,МР Москва
PL_77_1044,Москва и Московская область,CS,БС,LTE-2100,2021-12-30,2021,МР Москва
PL_77_1053,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1053,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1057,Москва и Московская область,CS ID,БС,LTE-1800,2021-05-30,2021,МР Москва
PL_77_1057,Москва и Московская область,CS ID,БС,NI-1800,2021-05-30,2021,МР Москва
PL_77_1060,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1060,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1061,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1061,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1076,Москва и Московская область,CS,БС,NR-4900-TDD,2021-04-01,2021,МР Москва
PL_77_1079,Москва и Московская область,CS ID,БС,GSM-900,2021-05-01,2021,МР Москва
PL_77_1089,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1089,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1090,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1090,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1091,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1091,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1093,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1093,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_01133,Москва и Московская область,GF,БС,DCS-1800,2021-08-01,2021,МР Москва
PL_77_01133,Москва и Московская область,GF,БС,LTE-1800,2021-08-01,2021,МР Москва
PL_77_01133,Москва и Московская область,GF,БС,NI-1800,2021-08-01,2021,МР Москва
PL_77_1200,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1200,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1213,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1213,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1219,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1219,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1221,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1221,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1222,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1222,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1223,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-08-13,2021,МР Москва
PL_77_1225,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1225,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1226,Москва и Московская область,CS,БС,LTE-1800,2021-08-13,2021,МР Москва
PL_77_1226,Москва и Московская область,CS,БС,NI-1800,2021-08-13,2021,МР Москва
PL_77_1228,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1228,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1231,Москва и Московская область,CS ID,БС,LTE-1800,2021-09-30,2021,МР Москва
PL_77_1231,Москва и Московская область,CS ID,БС,NI-1800,2021-09-30,2021,МР Москва
PL_77_1251,Москва и Московская область,CS,БС,UMTS-900,2021-11-15,2021,МР Москва
PL_77_1251,Москва и Московская область,CS,БС,LTE-2100,2021-11-15,2021,МР Москва
PL_77_1251,Москва и Московская область,CS,БС,LTE-2600-TDD,2021-02-11,2021,МР Москва
